ABV,Appellation,Country,Id,Name,Producer,Region,Retail,Upc,Varietal,Vintage,color,image_url,professional_ratings,reference_url,volume_ml
13.5,SONOMA COAST,United States,10061927,FLOWERS CHARDONNAY,Flowers,California,55.99,859369001605,Chardonnay,2021,white,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/is1eb17qetwddt7dsgey.jpg","[{""source"": ""Wine & Spirits"", ""score"": 94, ""max_score"": 100, ""note"": ""Oak plays a structural role in this chardonnay, framing the wine\u2019s white plum and litchi richness in an edge of nutmeg spice. The fruit in the middle of the frame is soft, the edges savory, with leesy bitterness that holds a scent of white flowers. Intriguing and integrated.""}, {""source"": ""James Suckling"", ""score"": 93, ""max_score"": 100, ""note"": ""A linear and tight white with sliced lemon and green apple, as well as hints of honeysuckle. Medium body with a creamy texture and a salty, jasmine undertone to the fruit at the finish. Solid. Phenolics.""}, {""source"": ""Wine Spectator"", ""score"": 92, ""max_score"": 100, ""note"": ""Fragrant, with orange blossom, lemon zest, lime sherbet and fresh pear flavors that are elegant and precise, while accents of sesame seed and sea salt minerality linger on the smooth finish.""}, {""source"": ""Wine Enthusiast"", ""score"": 91, ""max_score"": 100, ""note"": ""This smooth, harmonious, silky wine offers a seamless m\u00e9lange of apples, peaches, almonds and vanilla on a medium body, while subtle acidity persists on the palate and helps the fruit flavors echo on the finish. In a nutshell, it is rich but very well balanced.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 90, ""max_score"": 100, ""note"": ""The 2021 Chardonnay Sonoma Coast has intense aromas of yellow apples, Greek yogurt, honey and hazelnuts. The palate is satiny and mouth coating with a concentrated core of honeyed fruit. It\u2019s balanced by refreshing acidity and has a long, ethereal finish.""}]",https://www.wine.com/product/flowers-sonoma-coast-chardonnay-2021/1103405,750
13,BOURGOGNE,France,10061942,OLIVIER LEFLAIVE LES SETILLES,Olivier Leflaive,Burgundy,35.99,89744422422,Chardonnay,2020,white,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/sd24d66svtrchafbmvqo.jpg","[{""source"": ""James Suckling"", ""score"": 91, ""max_score"": 100, ""note"": ""This has attractive notes of apricots, toasted hazelnuts and grilled pears. Tasty salted caramel undertones. Fleshy and nicely textured with a full body and focused finish. Drink now.""}]",https://www.wine.com/product/olivier-leflaive-bourgogne-blanc-les-setilles-2020/824672,750
14.5,BARBERA D'ASTI,Italy,10061946,RENATO RATTI BARBERA D'ASTI,Renato Ratti,Piedmont,24.99,811882009117,Barbera,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/qio2awxovpjex5hxdbut.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 91, ""max_score"": 100, ""note"": ""This Barbera hits it on all levels with aromas of plum, mixed berries in all their forms, from fresh to preserved, wildflowers and dried herbs. The palate is fresh and pops with tart red fruits that then give way to savory and earthy notes as the wine develops in the glass. It has ample structure, with a texture that makes it a very versatile food wine that goes with everything from veggies and fish to grilled meats. Editors' Choice""}, {""source"": ""Wine Spectator"", ""score"": 91, ""max_score"": 100, ""note"": ""This shows depth, along with a silky texture and flavors of black cherry, blackberry, violet and dark chocolate. Suave, concentrated and long, with a touch of heat that lingers.""}]",https://www.wine.com/product/renato-ratti-barbera-dasti-battaglione-2021/1194950,750
12.5,,France,10061971,PERRIER JOUET BELLE EPOQUE,Perrier-Jouet,Champagne,225.99,852832105220,Sparkling Blend,2014,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/utugrctl4fnvyeo0a3a7.jpg","[{""source"": ""James Suckling"", ""score"": 94, ""max_score"": 100, ""note"": ""Complex nose of apricot stones, almonds, dried lemons, beeswax, chamomile and dried mushrooms. Sharp, structured and refined, with a medium to full body and very fine bubbles. Delicious savory, chalky elements with a mineral finish.""}, {""source"": ""Wine Spectator"", ""score"": 94, ""max_score"": 100, ""note"": ""An elegant Champagne, with a creamy, finely meshed range of pastry cream, yellow apple and pear, almond biscotti, elderflower and preserved lemon flavors. Shows a rich underpinning of toast and smoke, with a frame of bright, delicate acidity. Long, plush finish. Chardonnay, Pinot Noir and Pinot Meunier.""}, {""source"": ""Jeb Dunnuck"", ""score"": 94, ""max_score"": 100, ""note"": ""Made from 50% Chardonnay, with 45% Pinot Noir and the rest Meunier, and 8 grams per liter of dosage, the 2014 Champagne Belle Epoque Brut pours a brilliant straw hue and is fresh with aromas of white peach, a touch of fresh pineapple, and fresh tropical flowers. Medium to full-bodied, it has a more expansive feel on the palate, with more structure and a lively mousse that lends a touch of white pepper on the finish. The palate at this stage is ripe, with pure notes peach fruit, and it\u2019s very fresh in its style.""}, {""source"": ""Decanter"", ""score"": 93, ""max_score"": 100, ""note"": ""Developing nose with aromas of butter, apple, pear and hints of spices. Vibrant and energetic, with a lively acidity.""}]",https://www.wine.com/product/perrier-jouet-belle-epoque-brut-2014/1155017,750
,,France,10061973,RUINART CHAMPAGNE ROSE,Ruinart,Champagne,109.99,88076167353,Sparkling Blend,,rose,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/138751.jpg","[{""source"": ""Wine Spectator"", ""score"": 92, ""max_score"": 100, ""note"": ""A pretty ros\u00e9, harmonious and lithe, with flavors of dried strawberry and smoke carrying on a fine bead and intermingling with the accents of toasted almond, ground anise, pastry and dried apricot. Fresh and focused, presenting a lasting finish of smoke, ripe fruit and rich pastry. Drink now through 2021.""}, {""source"": ""Wine & Spirits"", ""score"": 92, ""max_score"": 100, ""note"": ""Fragrant with raspberry and hibiscus, this is a vibrant rose. Light pink in color, the wine has touches of sweetness that don't get in the way of its powerful personality. It shares the Middle Eastern spice notes of the Blanc de Blancs, here matched with delicate red fruit. Pour it with lacquered duck.""}, {""source"": ""Wine Enthusiast"", ""score"": 91, ""max_score"": 100, ""note"": null}]",https://www.wine.com/product/ruinart-owc-rose/138751,750
12.5,,France,10062234,VEUVE CLICQUOT LA GRANDE DAME,VEUVE CLICQUOT,Champagne,195.99,81753840631,Sparkling Blend,2018,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/rydsfglquwyljqwi95ju.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 96, ""max_score"": 100, ""note"": ""With a slight preponderance of Pinot Noir in the blend, this wine is rich and impressive. It is still young, with a crisp edge that makes the fruit shine. Apple and citrus flavors are integrated into a mineral vein. Drink from 2022.""}, {""source"": ""Decanter"", ""score"": 96, ""max_score"": 100, ""note"": ""A generous golden colour betrays the dominance of Pinot Noir in the blend; this theme thereafter maintained by aromatics of fig, wild strawberries and Mirabelle plums; behind that, jasmine, red apples and a distant whiff of woodsmoke. Engaging already, in other words. One\u2019s impressions are confirmed and amplified on the palate, with the aspiration voiced by both chef de caves Dominique and Didier, to allow the \u2018cooler\u2019 Pinot Noir sites full rein. This is eloquently evidenced by a subtle and deftly textured structure, the primary fruit notes of nectarine and citrus peel underscored by a richer, still somewhat reticent, core, darker and more savoury of intent and oh, so subtle at the moment. I have every confidence that this characteristic will come into its own over the longer term and mark the 2012 as one of the more successful outings for this outstanding cuv\u00e9e.""}, {""source"": ""Wine Spectator"", ""score"": 95, ""max_score"": 100, ""note"": ""Fine and graceful, this dances across the palate with its bright, well-defined freshness and detailed flavors of Mandarin orange, toast point, cr\u00e8me de cassis and minerally oyster shell. Subtle in its intensity, with all the pieces seamlessly knit into an elegant whole.""}, {""source"": ""James Suckling"", ""score"": 94, ""max_score"": 100, ""note"": ""Aromas of lime zest, lemon and brioche follow through to a full body with a round, creamy texture, fine bubbles and a delicious finish. Direct and focused 2012. Lots of elegance and energy in this. Drink or hold.""}]",https://www.wine.com/product/veuve-clicquot-la-grande-dame-yayoi-kusama-limited-edition-in-gift-box-2012/667387,750
13.5,MARLBOROUGH,New Zealand,10062319,LOVEBLOCK SAUVIGNON BLANC,Loveblock,South Island,28.99,86891081489,Sauvignon Blanc,2023,white,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/nf8qvvjpxp3qrbxzsdo1.jpg","[{""source"": ""Tasting Panel"", ""score"": 93, ""max_score"": 100, ""note"": ""This wine glistens with bright acidity accented by pink grapefruit and just-sliced pineapple. Candied green apple punctuates the midpalate with appealing salinity and crispness.""}, {""source"": ""Vinous"", ""score"": 90, ""max_score"": 100, ""note"": ""This is not your average 2023 Sauvignon Blanc. It's aromatically intriguing, with different layers appearing with every sniff. Initially, there are notes of medicinal herbs, followed by blackcurrant, green capsicum, passion fruit and even lime. Perhaps the diversity of scents could be attributed to the combination of fermentations across tanks, oak barrels, concrete eggs and amphorae. The palate is focused on texture: there's reassuring padding on the mid-palate despite being light in body, while there's drive and punch on the dry, herbal finish.""}, {""source"": ""Wine Spectator"", ""score"": 90, ""max_score"": 100, ""note"": ""A distinctive white, with white pepper and lemongrass notes, plus a whiff of lemon mint that adds aromatic interest to the core of lemon-lime and apple on a smooth and juicy frame. Demonstrates elegance on the finish. Drink now. 35,000 cases imported.""}]",https://www.wine.com/product/loveblock-sauvignon-blanc-2023/2250524,750
12,,United States,10062388,CHANDON BRUT ROSE,Chandon,California,30.99,85155273400,Sparkling Blend,,rose,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/maaplnrwokqckccuyj65.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 94, ""max_score"": 100, ""note"": ""This rich wine offers aromas of strawberry, raspberry, tangerine cream, cinnamon and orange blossom. Flavors on the palate are peach, cranberry-cherry compote, apricot and star anise. A fine mousse midpalate brings toasted chestnut, orange cream and a dry, long finish.""}, {""source"": ""Wilfred Wong of Wine.com"", ""score"": 92, ""max_score"": 100, ""note"": ""COMMENTARY: The Chandon Brut Ros\u00e9 is lovely and enticing. TASTING NOTES: This wine exhibits a pleasing mix of fresh red fruits, earth, and dust in its aromas and flavors. Pair it with Thai Basil Chicken, and go lightly with the red chiles. (Tasted: July 18, 2020, San Francisco, CA)""}, {""source"": ""Tasting Panel"", ""score"": 92, ""max_score"": 100, ""note"": ""Golden State sunshine in a glass, this highly approachable traditional-method blend of 57% Chardonnay, 40% Pinot Noir, and 3% Meunier fills the nose and mouth with strawberry and cranberry amid tinges of red rose, lime leaf, and vanilla brioche. Pomegranate makes its way into the mix on the midpalate, met by lilting acidity.""}, {""source"": ""Wine Spectator"", ""score"": 90, ""max_score"": 100, ""note"": ""A festive sparkler, vibrant and generous, with layered strawberry, fresh ginger and spice flavors that build toward the snappy finish.""}]",https://www.wine.com/product/chandon-brut-rose/312500,750
17,,France,10062394,LILLET ROSE,Lillet,France,29.99,83664872589,,,fortified,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/zyhsxfcjgys8ztbqs8hg.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 93, ""max_score"": 100, ""note"": ""Juicy peach nectar and wild strawberry meet vibrant acidity and a floral flicker on the exit. Even the rosy hue is just calling out for mixing with bubbles or gin. Sip or mix.""}]",https://www.wine.com/product/lillet-rose/147705,750
12,,France,10062447,LAURENT PERRIER BRUT,Laurent-Perrier,Champagne,74.99,84878800009,Sparkling Blend,,sparkling,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/rlcw8acmkdhp0ys9b7sa.jpg","[{""source"": ""Tasting Panel"", ""score"": 95, ""max_score"": 100, ""note"": ""Boasting the texture of billowing silk, this Chardonnay-dominant brut cuv\u00e9e openly appeals with aromas of buttery brioche, lime blossom, and ripe peach-the latter of which Laurent-Perrier forms a bridge on the palate between the creaminess of pear frangipane and lemon sherbet and the freshness of lemongrass and yuzu, edged by a light stroke of chalk.""}, {""source"": ""James Suckling"", ""score"": 94, ""max_score"": 100, ""note"": ""Rich and layered with pie crust and dried apples. Hints of baked bread. Medium-bodied and structured with solid intensity. Lightly chewy with a flavorful finish. Some white pepper and just a hint of energetic bitterness. Reserve wines of 2019 and 2018. 52% chardonnay, 32% pinot noir and 16% pinot meunier.""}, {""source"": ""Jeb Dunnuck"", ""score"": 91, ""max_score"": 100, ""note"": ""The NV Champagne La Cuv\u00e9e Brut is aged for 4 years and sees 8 grams per liter dosage. The nose is very pretty and elegant, with floral aromas of brioche and sweet orchard fruits. Fresh with apricot, it is expressive of its lovely Chardonnay character. The palate is soft and approachable, and in line with the nose. This is a great aperitif style to begin with. Drink now or over the following 10 years.""}, {""source"": ""Wine Enthusiast"", ""score"": 91, ""max_score"": 100, ""note"": ""As an indication of its complexity, this Champagne is a blend of more than 100 different wines. This non vintage cuv\u00e9e is rich, with a hint of toast contrasting with the wine\u2019s mineral texture. White fruits give a vivid character to the aftertaste.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 91, ""max_score"": 100, ""note"": ""Evoking aromas of menthol, white fruits, lemon oil and warm biscuits, the NV Brut La Cuv\u00e9e possesses a medium to full-bodied, round and supple palate with good depth at the core and a charming, fresh, ethereal finish. For this release, the percentage of Chardonnay in this cuv\u00e9e has been slightly increased, making it a blend of 52% Chardonnay, 35% Pinot Noir and 13% Pinot Meunier. Based on the 2018 vintage, complemented with 2016 and 2015, it was disgorged with a dosage of nine grams per liter.""}, {""source"": ""Wine Spectator"", ""score"": 91, ""max_score"": 100, ""note"": ""A delicate Champagne, with a refined mousse and finely honed acidity, this offers a subtle range of black currant, lemon zest, toast and chalk flavors that linger on the lightly spiced finish. Drink now through 2020.""}, {""source"": ""Decanter"", ""score"": 90, ""max_score"": 100, ""note"": ""Sourced from over 100 Grand Cru villages, this well balanced and delicious Champagne is appley and creamy, with richer apricot and brioche towards the finish giving a soft impression.""}, {""source"": ""Wine & Spirits"", ""score"": 90, ""max_score"": 100, ""note"": ""This wine's fresh fruit and firm structure match bright lemon zest flavors with limestone severity. The fine bubbles add to the clean sensation of the finish. It's spicy, tight and formidable, a wine to kick-start a dinner party. Best Buy""}]",https://www.wine.com/product/laurent-perrier-la-cuvee-brut/330988,750
